Date,Adj Close,Close,High,Low,Open,Volume
,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X,USDJPY=X
2025-12-26,156.08999633789062,156.08999633789062,156.63800048828125,155.9949951171875,156.1699981689453,0
2025-12-29,156.46299743652344,156.46299743652344,156.5,155.92799377441406,156.27499389648438,0
2025-12-30,156.01300048828125,156.01300048828125,156.54800415039062,155.74200439453125,155.9320068359375,0
2025-12-31,156.41299438476562,156.41299438476562,156.98899841308594,156.33099365234375,156.36700439453125,0
2026-01-02,156.7310028076172,156.7310028076172,156.99200439453125,156.50999450683594,156.73699951171875,0
2026-01-05,156.98899841308594,156.98899841308594,157.29200744628906,156.31500244140625,156.96600341796875,0
2026-01-06,156.62600708007812,156.62600708007812,156.7830047607422,156.15899658203125,156.58599853515625,0
2026-01-07,156.67999267578125,156.67999267578125,156.79400634765625,156.2989959716797,156.65699768066406,0
2026-01-08,156.7310028076172,156.7310028076172,157.05999755859375,156.4669952392578,156.6929931640625,0
2026-01-09,156.8800048828125,156.8800048828125,158.16099548339844,156.88499450683594,156.89599609375,0
2026-01-12,158.1490020751953,158.1490020751953,158.18800354003906,157.52099609375,158.1230010986328,0
2026-01-13,157.98599243164062,157.98599243164062,159.18699645996094,157.96499633789062,157.99600219726562,0
2026-01-14,159.1790008544922,159.1790008544922,159.43800354003906,158.11000061035156,159.1790008544922,0
2026-01-15,158.40199279785156,158.40199279785156,158.875,158.22300720214844,158.43600463867188,0
2026-01-16,158.5959930419922,158.5959930419922,158.67599487304688,157.8209991455078,158.57200622558594,0
2026-01-19,157.53500366210938,157.53500366210938,158.1479949951172,157.4250030517578,157.56700134277344,0
2026-01-20,158.177001953125,158.177001953125,158.5919952392578,157.5659942626953,158.17999267578125,0
2026-01-21,158.16200256347656,158.16200256347656,158.2969970703125,157.75,158.156005859375,0
2026-01-22,158.45599365234375,158.45599365234375,158.875,158.2030029296875,158.45700073242188,0
2026-01-23,158.50100708007812,158.50100708007812,159.20700073242188,157.39199829101562,158.48800659179688,0
2026-01-26,155.16600036621094,155.16600036621094,155.3260040283203,153.35299682617188,155.18699645996094,0
2026-01-27,154.33599853515625,154.33599853515625,154.86900329589844,152.89100646972656,154.3489990234375,0
2026-01-28,152.4530029296875,152.4530029296875,153.76600646972656,152.3300018310547,152.5189971923828,0
2026-01-29,153.0959930419922,153.0959930419922,153.50599670410156,152.75900268554688,153.12399291992188,0
2026-01-30,153.16200256347656,153.16200256347656,154.74600219726562,153.0850067138672,153.14700317382812,0
2026-02-02,155.20199584960938,155.20199584960938,155.68499755859375,154.56900024414062,155.13499450683594,0
2026-02-03,155.4429931640625,155.4429931640625,156.07000732421875,155.31199645996094,155.5030059814453,0
2026-02-04,155.7989959716797,155.7989959716797,156.84500122070312,155.81500244140625,155.81500244140625,0
2026-02-05,156.91700744628906,156.91700744628906,157.3280029296875,156.56300354003906,156.9040069580078,0
2026-02-06,156.78399658203125,156.78399658203125,157.13099670410156,156.53900146484375,156.77099609375,0
2026-02-09,157.24400329589844,157.24400329589844,157.2550048828125,155.53199768066406,157.2550048828125,0
2026-02-10,156.1320037841797,156.1320037841797,156.28500366210938,154.07400512695312,156.1219940185547,0
2026-02-11,154.48199462890625,154.48199462890625,154.54600524902344,152.82400512695312,154.5019989013672,0
2026-02-12,153.2689971923828,153.2689971923828,153.73800659179688,152.2779998779297,153.23899841308594,0
2026-02-13,152.8209991455078,152.8209991455078,153.65499877929688,152.7449951171875,152.7570037841797,0
2026-02-16,152.7790069580078,152.7790069580078,153.61900329589844,152.77000427246094,152.78799438476562,0
2026-02-17,153.60899353027344,153.60899353027344,153.88699340820312,152.7010040283203,153.5500030517578,0
2026-02-18,153.1490020751953,153.1490020751953,154.47900390625,153.06300354003906,153.11599731445312,0
2026-02-19,154.6929931640625,154.6929931640625,155.31199645996094,154.53799438476562,154.6840057373047,0
2026-02-20,155.16000366210938,155.16000366210938,155.625,154.718994140625,155.1739959716797,0
2026-02-23,154.33900451660156,154.33900451660156,155.02200317382812,153.9949951171875,154.3560028076172,0
2026-02-24,154.63499450683594,154.63499450683594,156.24200439453125,154.61900329589844,154.63699340820312,0
2026-02-25,155.8800048828125,155.8800048828125,156.80799865722656,155.35699462890625,155.91200256347656,0
2026-02-26,156.1999969482422,156.1999969482422,156.26100158691406,155.74600219726562,156.14300537109375,0
2026-02-27,155.85899353027344,155.85899353027344,156.2169952392578,155.54100036621094,155.87100219726562,0
2026-03-02,156.63299560546875,156.63299560546875,157.74400329589844,156.1479949951172,156.60800170898438,0
2026-03-03,157.2570037841797,157.2570037841797,157.96600341796875,157.1529998779297,157.27200317382812,0
